SHORTNAME;ORIGNAME;BOHRTYP;RESTRICTIO;XCOORD;YCOORD;ZCOORDB;stratigraphy_id;stratigraphy_name;DEPTHFROM;DEPTHTO;LAYERDESC;ORIGGEOL;qt_description;LITHOLOGY;LITHOSTRAT;CHRONOSTR;TECTO;myLitho
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;4.7;10.0;GrÃ¼n-grauer Muskovit-Chloritgneis, leicht gebÃ¤ndert, gelegentlich mit Quarzadern, QuarzÃ¤derchen bei 6.80 m verfaltet, KluftflÃ¤chen mit Chloritrutsch-harnischen belegt, rostig, lehmig, einige KluftflÃ¤chen sind mit kakiritischem Material belegt, zahlreiche SchieferungsklÃ¼fte;Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;0.1;2.0;(Tonig-) siltiger Sand mit viel Kies (kantig) und Steinen (kantig, schieferig), bis 1 m abnehmend verwurzelt, nach unten abnehmender Humusgehalt, krÃ¼melig, d.-h.beige;Boden;9003.0;;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;4.22;4.7;Steine (kantig, schiefrig) mit siltigem Sand und wenig Kies (kantig, schiefrig);Hangschutt und MorÃ¤ne;9003.0;15101009.0;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;10.0;12.2;Chlorit-Sericitgneis mit einer schlierigen, unregelmÃ¤ssigen Schieferung, Erz- und QuarzÃ¤derchen, grÃ¶ssere kakiritisiertes Intervall (12.20-12.88 m) und verschiedene kleinere Bereiche parallel zur Schieferung, KluftflÃ¤chen mit Chlorit-Sericitrutsch-harnischen, rostig, lehmig;Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;14.6;23.1;Chloritgneis mit Quarz-Feldspatklasten und vescherten sowie verfalteten Quarz- und ErzÃ¤derchen, nach unten nimmt der Gehalt an groben Muskoviten parallel zur Schieferung zu, letztere wird krenuliert-verfaltet, die Achsenebene dieser Krenulation weist einen Winkel von ungefÃ¤hr 45Â° mit der LÃ¤ngsachse der Bohrkerne auf, kleinere kakiritisierte Bereiche meist parallel zur Schieferung, KluftflÃ¤chen mit Chloritrutsch-harnischen, rostig, lehmig;Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;['kieseliges Gestein', 'sédiment silicieux, indifférencié']
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;4.0;4.22;tonig-siltiger Sand mit Kies (kantig, schiefrig), bindig-krÃ¼melig, beige;Hangschutt und MorÃ¤ne;9003.0;15101009.0;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;3.5;4.0;Kiesiger Sand mit wenigen Steinen (kantengerundet), locker, beige-braun;Hangschutt und MorÃ¤ne;9003.0;15101009.0;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;3.1;3.36;Siltiger Sand mit wenigen kleinen Steinen (schwach kantengerundet) und wenig Kies (kantengerundet), feines Material eingespÃ¼lt, krÃ¼melig, beige;Hangschutt und MorÃ¤ne;9003.0;15101009.0;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;2.7;3.1;Steine, teils KernbruchstÃ¼cke bis Ã¸ 20 cm;Hangschutt und MorÃ¤ne;9002.0;15101009.0;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;12.2;12.88;Kakiritisierter Fels-, Lehmkakirit;Fels des Tavetscher Zwischenmassivs;9001.0;15104005.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;2.35;2.7;Siltiger Feinsand mit Steinen (kantengerundet) und Kies (kantengerundet), krÃ¼melig, beige;Hangschutt und MorÃ¤ne;9003.0;15101009.0;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;12.88;14.6;Chlorit-Sericitgneis mit einer schlierigen, unregelmÃ¤ssigen Schieferung, Erz- und QuarzÃ¤derchen, grÃ¶ssere kakiritisiertes Intervall (12.20-12.88 m) und verschiedene kleinere Bereiche parallel zur Schieferung, KluftflÃ¤chen mit Chlorit-Sericitrutsch-harnischen, rostig, lehmig;Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;2.0;2.35;"Siltiger Sand mit wenig Steinen (kantengerundet) und Kies (kantengerundet), krÃ¼melig, hellbeige
";Hangschutt und MorÃ¤ne;9003.0;15101009.0;15201249.0;15001003.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;28.47;28.9;Kakiritzone;Fels des Tavetscher Zwischenmassivs;9001.0;15104005.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;23.1;28.47;"Chlorit-Sericitgneis mit schwacher Schieferung, Quarz- und ErzÃ¤derchen, kakiritische Zonen bis 0.45 m breit (grÃ¶sstenteils parallel zur Schieferung, teils parallel zu den KluftflÃ¤chen, Faltung-Krenulation mit einer Achsenebene die einen Winkel von ungefÃ¤hr 45Â° mit der LÃ¤ngsachse der Bohrkerne einschliesst, KluftflÃ¤chen mit Quarz-Chloritrutschharnischen, rostig, lehmig
- totaler Wasserverlust bei 26.50 m";Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;55.5;65.3;Chlorit-Muskovitgneis mit starker Schieferung, gelegentlich Quarzadern, stark verfaltet, selten mit einer Krenulations-schieferung, die Achsenebene schliesst einen Winkel von ungefÃ¤hr 45Â° mit der LÃ¤ngsachse der Bohrkerne ein, KluftflÃ¤chen mit Quarz-Chloritrutschharnischen, rostig;Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;['évaporite, indifférenciée']
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;41.31;55.5;Massiger heller Chloritgneis mit ChloritknÃ¶tchen (bis Ã¸ 1.5 cm), gelegentlich QuarzÃ¤derchen, schwach verfaltet, KluftflÃ¤chen mit Quarz-Chloritrutsch-harnischen, rostig, lehmig;Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;28.9;41.31;"Chlorit-Sericitgneis mit schwacher Schieferung, Quarz- und ErzÃ¤derchen, kakiritische Zonen bis 0.45 m breit (grÃ¶sstenteils parallel zur Schieferung, teils parallel zu den KluftflÃ¤chen, Faltung-Krenulation mit einer Achsenebene die einen Winkel von ungefÃ¤hr 45Â° mit der LÃ¤ngsachse der Bohrkerne einschliesst, KluftflÃ¤chen mit Quarz-Chloritrutschharnischen, rostig, lehmig

Basis Hakenwurf 41.31 m ab OK Terrain";Fels des Tavetscher Zwischenmassivs;9003.0;15104041.0;15202355.0;15001136.0;;[]
SF-52;SBD/93 Tujetsch;B;f;2701911.37;1170068.73;1389.8;63;SBD/93;65.3;66.72;Der Bohrkern besteht teilweise aus oben beschriebenem Chlorit-Muskovitgneis, teils aus feinkÃ¶rnigem grauem Chloritgneis, Chloritbedeckte KluftflÃ¤chen, rostig;Fels des Tavetscher Zwischenmassivs;9002.0;15104041.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;29.1;30.25;Wie 3.15 m bis 10.50 m;Fels des Tavetscher Zwischenmassivs;9001.0;15104034.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;25.7;29.0;"Wie 3.15 m bis 10.50 m
Quarzadern und Linsen";Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;22.9;25.7;Schiefergneis;Fels des Tavetscher Zwischenmassivs;9001.0;15104041.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;29.0;29.1;Kakiritisches Band;Fels des Tavetscher Zwischenmassivs;9001.0;15104005.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;0.15;0.64;Siltiger Sand mit Kies und Steinen (bis Ã¸ 7 cm, kantengerundet), Humusanteil nach unten abnehmend, locker-krÃ¼melig, braun;Alluvionen;9003.0;15101039.0;15201249.0;15001003.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;13.35;14.0;Wie 3.15 m bis 10.50 m;Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;3.15;10.5;"Feine Chlorit-Sericitschiefer mit gneisigeren Intervallen, vereinzelt kleine Quarzadern vergesellschaftet mit Pyrit, hoher Turmalingehalt.
Vereinzelt isoklinale FÃ¤ltchen, wiederholt kinkige Falten, mit rostigen Stellen bis ungefÃ¤hr 10 m

3.15-6.30 m: Kakiritisierter Schiefer
";Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;['évaporite, indifférenciée']
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;0.0;0.15;Siltig-sandiger Humus mit Kies und Steinen, durchwurzelt, krÃ¼melig, d.braun;Alluvionen;9003.0;15101039.0;15201249.0;15001003.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;2.0;2.1;Stark siltiger Feinsand mit Steinen und Feinkies, locker, h.beige;Alluvionen;9003.0;15101039.0;15201249.0;15001003.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;15.65;16.0;Schiefergneis;Fels des Tavetscher Zwischenmassivs;9001.0;15104041.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;0.64;0.85;2 Steine;Alluvionen;9001.0;15101039.0;15201249.0;15001003.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;0.85;1.5;Siltiger Sand (v.a. Feinsand) mit reichlich bis viel Kies und Steinen (bis Ã¸ 10 cm, kantengerundet), locker, beige-braun;Alluvionen;9003.0;15101039.0;15201249.0;15001003.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;16.0;22.9;"Wie 3.15 m bis 10.50 m
- 15.90, 16.20 m: boudinierte Quarzadern
- 17.70 m: Knickfalten
- Wasserverlust bei 19.00 m
- 19.20 m: Knickfalten
- Basis Hakenwurf 22.9 m ab OK Terrain";Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;14.3;15.65;Wie 3.15 m bis 10.50 m;Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;10.5;11.4;Schiefergneis;Fels des Tavetscher Zwischenmassivs;9001.0;15104041.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;11.4;13.05;Wie 3.15 m bis 10.50 m;Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;14.0;14.3;Kakiritisierter Schiefer;Fels des Tavetscher Zwischenmassivs;9001.0;15104005.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;2.1;3.15;Stark siltiger Sand mit Kies und Steinen (bis Ã¸ 4 cm), locker, h.grau;verbohrter Fels?;9002.0;;;;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;13.05;13.35;Schiefergneis;Fels des Tavetscher Zwischenmassivs;9001.0;15104041.0;15202355.0;15001136.0;;[]
SF-53;SBF/93 Tujetsch;B;f;2701833.54;1170145.27;1339.8;64;SBF/93;1.5;2.0;Leicht siltiger Sand mit reichlich bis viel Kies und Steinen (bis Ã¸ 10 cm, kantengerundet-angerundet), krÃ¼melig, beige;Alluvionen;9003.0;15101039.0;15201249.0;15001003.0;;[]
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;0.0;0.2;Humus;QuartÃ¤r / Deckschicht;9001.0;15101001.0;15201249.0;15001003.0;;[]
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;0.2;9.6;"cuttings: tonig-siltiger Feinkies mit Sand, viel organisches Material, grau-braun, feucht mit Wurzeln, Holz, eckige und runde Komponenten: vorwiegend dunkle Kalke
- Interpretation: tonig-siltiger, sandiger Kies, mit Steinen und vereinzelten BlÃ¶cken ";QuartÃ¤r / GehÃ¤ngeschutt, Bachschutt;9003.0;15101009.0;15201249.0;15001003.0;;['Kalkstein, undifferenziert']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;12.0;22.2;"kein Probenmaterial
- Interpretation (Bohrfortschritt): tonig-siltiger, sandiger Kies mit Steinen und vereinzelt BlÃ¶cken";QuartÃ¤r / GehÃ¤ngeschutt/Bachschutt;9001.0;15101009.0;15201249.0;15001003.0;;[]
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;9.6;12.0;tonig-siltiger Kies, mit Sand, (zerbohrten) Steinen und BlÃ¶cken, beige-braun, feucht, mit organischem Material, teilweise verkittet, meistens eckige Komponenten: vorwiegend kieselige Kalke (Helvetischer Kieselkalk, Sichel-Kalk?), kÃ¶rnig-spÃ¤tige, rekristallisierte Kalke (Lithothamnien-, Schrattenkalke), Kalkschiefer (Drusberg-Schichten, Globigerinenschiefer?), verwitterte, orange Sandsteine?;QuartÃ¤r / GehÃ¤ngeschutt, Bachschutt;9003.0;15101009.0;15201249.0;15001003.0;;['Kalkstein, undifferenziert', 'évaporite, indifférenciée']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;70.0;82.15;"Kalkmergel, schwach tonig, dunkelgrau, mikritisch, trotz Schieferung massig, eng geflasert, wenig geadert, Pyrit, Foraminiferen, bioturbiert, selten schwach verkieselt, mit:
- feinen Cc-Adern // und 90Â° zur Flaserung/Schieferung
- schwarzen SchieferungsflÃ¤chen
- Pyritlagen/-knollen
- 2 Kluftsystemen: // und 90Â° zur Flaserung
- ebenen TrennflÃ¤chen, selten oranger oder Cc-Belag
- 70.20, 70.75, 71.30 m: offene KlÃ¼fte
- 70.75 m: dÃ¼nne Pyritlage, rostig
- ab 73.10 m: heller Kalkmergel, grÃ¶ber geflasert
- 74.40, 74.80, 75.35, 75.50, 77.00 m: KlÃ¼fte/TrennflÃ¤chen 90Â° zur Flaserung
- 78.00-80.00 m: alle TrennflÃ¤chen // zur Flaserung
- 80.05, 81.80 m: TrennflÃ¤chen 90Â° zur Flaserung
- scharfe Grenze zum Liegenden, 90Â° zur Flaserung";Kreide / Palfris-Schiefer;9004.0;15102029.0;15202092.0;15001064.0;;['Kalkstein, undifferenziert', 'Kalkstein, undifferenziert', 'évaporite, indifférenciée']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;52.0;70.0;"Kalk, mergelig, grau, mikritisch, z.T. spÃ¤tig (sparitisch), massig, flaserig, unregelmÃ¤ssig geadert, Foraminiferen, mit:
- gezackten Stylolithen bis TonhÃ¤uten: graphitische Schieferungs-/SchichtflÃ¤chen
- braunen (verwitterten) Stylolithen in KluftnÃ¤he
- brecciÃ¶sem Aspekt (viele Stylolithen)
- oft auch flaserungsbedingten TrennflÃ¤chen
- flaserigen Mergellagen im unteren Teil
- seltenen TrennflÃ¤chen mit Rutschharnischen
- 52.70, 53.20, 53.55, 53.85, 55.80 m: offene KlÃ¼fte
- 56.40-56.50, 56.80-56.90, 58.70 m: Silexlagen
- 57.75-57.80, 58.05, 58.60, 60.80, 61.35, 62.95-63.00 m: offene KlÃ¼fte
- 63.15-63.20 m: 2 konjugierte offene KlÃ¼fte
- 63.75-63.80 m: Silexlage
- 64.40, 65.85, 66.75 m: offene Kluft
- 66.95 m: 2 konjugierte offene KlÃ¼fte
- 67.10-67.20, 67.55 m: offene KlÃ¼fte
- 68.00 m: flaserungsbedingte TrennflÃ¤che, schwarz
- 68.25, 68.50, 68.80, 68.95, 69.75 m: offene KlÃ¼fte
- scharfe Grenze zum Liegenden";Kreide / Sichel-Kalk (Wildhorn-Decke);9004.0;15102034.0;15202088.0;15001063.0;;['Kalkstein, undifferenziert', 'Kalkstein, undifferenziert', 'Kalkstein, undifferenziert', 'évaporite, indifférenciée']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;22.2;24.6;"(Grenze Fels nach Bohrfortschritt, unsicher)
- Interpretation (Bohrfortschritt): Fels (Sichel-Kalk)";Kreide / Sichel-Kalk (Wildhorn-Decke);9001.0;15102034.0;15202088.0;15001063.0;;['Kalkstein, undifferenziert']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;24.6;52.0;"Kalk, schwach sandig, hellgrau, massig, dicht, kÃ¶rnig (Peloide), wenig spÃ¤tig, z.T. rekristallisiert, sonst feinkÃ¶rnig-mikritisch, flaserig, dunkler Bruch, unregelmÃ¤ssig geadert, Foraminiferen, mit:
- schwarzen Silexlagen (2-5 cm), 45Â° zur BA
- vielen Stylolithen, erzeugen brecciÃ¶se Textur
- braunen (verwitterten) Stylolithen in KluftnÃ¤he, Wasser?
- Cc-Adern mit LÃ¶sung, (Mikrokarst) und Kristallbildung
- oft konjugierten KlÃ¼ften 30-45Â° zur BA, braune BelÃ¤ge
- (unregelmÃ¤ssigen) KlÃ¼ften entlang Stylolithen
- Rutschharnischen in derbem Calcit
- schwarzen TonhÃ¤uten (Flasertextur)
- 24.90-25.00 m: orange, offene Kluft, teilweise mit Calcit verheilt
- 25.80 m: 2 konjugierte offene KlÃ¼fte, schwarzer Belag, Cc-Kristalle
- 25.05, 25.20, 25.30, 25.95 m: KlÃ¼fte
- 26.60, 26.90 m: offene KlÃ¼fte, orange mit Cc-Kristallen
- 26.50, 26.60-26.70 m: Silexlagen
- 27.60, 27.85, 28.05 m: KlÃ¼fte, derber Calcit, Cc-Kristalle
- 30.30, 30.60-30.80, 31.40, 31.90, 32.15, 32.25-32.35, 32.60 m: offene KlÃ¼fte
- 34.65, 34.85-34.95 m: konjugierte offene KlÃ¼fte
- 35.20, 35.30, 35.70, 37.40, 37.50, 38.10, 38.30, 38.40, 38.90, 39.30, 39.50, 41.75-41.90 m: offene KlÃ¼fte
- 41.80, 42.25-42.40 m: Silexlagen
- 42.30, 42.90, 43.55-43.80 m: offene KlÃ¼fte
- 44.30, 44.65, 44.95, 45.55 m: Silexlagen
- 45.55-45.65 m: 2 konjugierte offene KlÃ¼fte
- 46.00, 46.15, 46.25, 46.40-46.55 m: offene KlÃ¼fte
- 46.60-47.10 m: Silexlage
- 47.20, 47.30, 47.40, 47.70 m: offene KlÃ¼fte
- 47.45-47.75, 51.40-51.60 m: mergeliger Aspekt
- 48.10-48.20, 48.65-48.75 m: Silexlagen
- 49.10-49.20, 49.40 m: offene KlÃ¼fte
- 49.95-50.05, 50.60-50.70, 50.85-50.95 m: Silex";Kreide / Sichel-Kalk (Wildhorn-Decke);9004.0;15102034.0;15202088.0;15001063.0;;['Kalkstein, undifferenziert', 'Kalkstein, undifferenziert']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;82.15;118.4;"Kalk, sandig, hellgrau, mikritisch, massig, z.T. feinkÃ¶rnig bis spÃ¤tig (rekristallisiert), flaserig, Stylolithen, stark brecciiert und geadert, cherts (Verkieselung?), Pyrit, mit:
- dunkler Flaserung und dicken Calcitadern
- TrennflÃ¤chen/KlÃ¼ften // zur Flaserung
- flaserungsbedingte TrennflÃ¤chen im unteren Teil (ab 100 m)
- brecciÃ¶sen Lagen
- Pyritknollen
- 82.60-82.80 m: offene KlÃ¼fte
- 83.25-83.35, 84.30, 84.85-84.90 m: TrennflÃ¤chen (90Â° zur Flaserung), mit Calcit verheilt
- 87.05, 87.60, 87.85-88.00 m: TrennflÃ¤chen 90Â° zur Flaserung
- 87.40-87.50, 87.85 m: offene KlÃ¼fte
- 88.75, 88.85 m: flaserungsbedingte TrennflÃ¤chen
- ab 88.00 m: weniger geadert, regelmÃ¤ssig
- 89.10 m: offene Kluft
- 91.10, 91.95 m: offene KlÃ¼fte 90Â° zur Flaserung, Cc-Belag
- 94.20-94.35 m: KlÃ¼fte 90Â° zur Flaserung
- 95.95 m: offene Kluft 90Â° zur Flaserung, Cc-Belag
- 97.10, 97.55, 97.75 m: mit Calcitbelag
- 97.45, 97.95 m: KlÃ¼fte, braun (90Â° und // zur Flaserung)
- 98.45, 98.50, 98.55, 98.65 m: // KlÃ¼fte, braun
- 99.00-99.20 m: 6 offene KlÃ¼fte, braun, 90Â° zur Flaserung
- 99.65, 99.85 m: TrennflÃ¤chen, schwarzer Belag (s)
- 101.20 m: offene Kluft
- 105.30, 108.15 m: 2 TrennflÃ¤chen 90Â° zur Flaserung
- 109.40 m: offene Kluft, braun, 90Â° zur Flaserung
- 115.05 m: offene Kluft, braun, Calcit, 90Â° zur Flaserung
- 116.45, 116.65 m: KlÃ¼fte, Calcit, 90Â° zur Flaserung
- 118.05 m: offene Kluft, braun
- 118.95 m: offene Kluft, teilweise calcitisch verheilt";Kreide / Sichel-Kalk (Wildhorn-Decke NORD);9004.0;15102034.0;15202088.0;15001063.0;;['Kalkstein, undifferenziert', 'Kalkstein, undifferenziert', 'kieseliges Gestein', 'sédiment silicieux, indifférencié', 'évaporite, indifférenciée']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;126.6;127.1;Kalk, mergelig, hellgrau, Adern mit Mikrokarst, kontinuierliche ÃœbergÃ¤nge unten und oben;TertiÃ¤r / Globigerinenschiefer;9002.0;15102034.0;15202013.0;15001040.0;;['Kalkstein, undifferenziert']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;118.4;126.6;"Kalkmergel, sandig, dunkelgrau, mikritisch, masig, flaserig (45Â° zur BA), unregelmÃ¤ssig geadert, schwach brecciÃ¶s, wenig geschiefert, dunkler, blÃ¤ttriger Bruch, Lithothamnien, Nummuliten, Discocyclinen, mit:
- TrennflÃ¤chen // und 90Â° Flaserung
- offene KlÃ¼ften, teilweise mit Calcit verheilt
- 119.70 m: offene Kluft, teilweise calcitisch verheilt
- 120.25, 120.65 m: KlÃ¼fte // zur Flaserung, calcitisch verheilt
- 122.10, 122.20 m: offene KlÃ¼fte 90Â° zur Flaserung, Calcit";TertiÃ¤r / Discocyclinenschicht;9004.0;15102029.0;15202021.0;15001041.0;;['Kalkstein, undifferenziert', 'Kalkstein, undifferenziert']
SF-54;"Sondierbohrung ""Weiche Gesteine II"" / RB92/9a";B;g;2616395.0;1154901.0;997.35;69;Detailprofil 92/9a;127.1;145.1;"Kalkmergel, schwach tonig, dunkelgrau-schwarz, geflasert, geschiefert (30 - 45Â° zur BA), Foraminiferen, mit:
- graphitischen SchieferungsflÃ¤chen
- offenen KlÃ¼ften // und 90Â° zur Schieferung (Flaserung)
- TrennflÃ¤chen // und 90Â° zur Flaserung
- geaderten Lagen, Sandlagen (boudiniert)
- Mikrolithons (Flysch-Aspekt) (134 - 135 m)
- SandsteinbÃ¤nken: grÃ¼nlich-grau, fein-/grobkÃ¶rnig, Pyrit, wenig geadert, brecciÃ¶s, Tonschieferlagen, nicht gradiert
- 127.10 m: offene Kluft, braun, lehmig, 90Â° zur BA
- 129.30 m: offene Kluft, teilweise calcitisch verheilt
- 136.35 m: offene Kluft, Calcit-Kristalle
- 143.40 m: offene Kluft, teilweise calcitisch verheilt
- Sandstein: 140.60-141.20, 143.05-143.65 m";TertiÃ¤r / Taveyannaz-Serie (Dachschiefer);9004.0;15102029.0;15202011.0;15001036.0;;['Kalkstein, undifferenziert']
SF-55;"Sondierbohrung ""Weiche Gesteine II / RB92/9b";B;g;2616395.0;1154901.0;997.35;67;Detailprofil 92/9b;234.0;246.8;"kalkige Tonschiefer - tonige Kalkschiefer, siltig, schwarz, stark geadert, Glimmer, unregelmÃ¤ssig zerbrochen, verfÃ¤ltelt (flyschartig), mit:
- ebenen TrennflÃ¤chen parallel und 90Â° zur Schieferung
- gezackten KlÃ¼ften mit verschiedenen Orientierungen
- calcitisch verheilten KlÃ¼ften
- Cc-Adern parallel und 90Â° zur BA
- laminierten (ruhigen) Abschnitten
- brecciÃ¶s-flaserigen Abschnitten (konglomeratisch)
- sandige Kalkmergelbank (241.40 - 241.60 m)
- gegen unten mit hellen Komponenten";"TertiÃ¤r / Dachschiefer (Taveyannaz-Serie),
oben kontinuierlicher Ãœbergang von Taveyannaz-Sandstein";9004.0;15104032.0;15202011.0;15001036.0;;['Konglomerat und Brekzie, undifferenziert (Psephit: Kies, Steine und Blöcke) ', 'Kalkstein, undifferenziert']
